,C1,C2,C3,C4,FC1,CZ,FC2,PZ
0,-5979.68115234375,85978.6640625,25739.86328125,79666.0078125,22829.58203125,128948.2265625,33949.28125,78876.9296875
1,-6176.28076171875,85883.390625,25544.50390625,80146.9453125,22715.189453125,128996.765625,33840.13671875,79123.21875
2,-6502.294921875,85728.609375,25244.525390625,80795.0078125,22519.591796875,129192.796875,33686.0234375,79554.7109375
0,-6799.03076171875,85582.7421875,24974.205078125,81315.046875,22325.8046875,129442.421875,33550.3125,79971.2265625
1,-6974.4111328125,85498.34375,24815.990234375,81594.4296875,22199.5859375,129679.21875,33480.55078125,80264.0546875
2,-6964.97021484375,85495.578125,24823.66796875,81491.2890625,22173.64453125,129796.234375,33487.94140625,80298.484375
0,-6779.43310546875,85564.765625,24979.642578125,81039.9609375,22244.693359375,129743.015625,33555.51171875,80055.1953125
1,-6480.5029296875,85681.015625,25231.984375,80414.828125,22384.12109375,129542.796875,33657.83984375,79634.8203125
2,-6172.466796875,85810.765625,25489.810546875,79867.703125,22544.291015625,129287.734375,33759.8828125,79209.3828125
0,-5972.43310546875,85889.0625,25643.017578125,79549.703125,22648.384765625,129042.3515625,33805.421875,78899.9140625
1,-5978.9658203125,85878.3828125,25616.267578125,79649.5078125,22642.08984375,128920.6171875,33766.89453125,78860.8125
0,-6185.8662109375,85777.9609375,25414.326171875,80106.9375,22519.11328125,128965.8203125,33650.35546875,79101.3828125
1,-6503.39208984375,85630.90625,25119.115234375,80759.296875,22328.80859375,129169.765625,33503.91796875,79534.6796875
2,-6786.15576171875,85497.1015625,24863.0546875,81292.640625,22147.5625,129429.546875,33381.609375,79954.34375
0,-6971.5029296875,85402.9296875,24697.591796875,81559.6171875,22012.759765625,129651.8984375,33304.41015625,80233.53125
1,-6968.1171875,85390.9609375,24697.92578125,81448.8046875,21978.427734375,129760.8984375,33303.8828125,80259.140625
2,-6774.7119140625,85469.015625,24863.72265625,81005.8671875,22056.771484375,129715.7421875,33379.94140625,80024.8671875
0,-6462.19287109375,85600.2421875,25127.986328125,80381.6875,22208.453125,129524.1015625,33494.5234375,79609.5
1,-6159.06689453125,85723.3125,25380.185546875,79835.328125,22361.7578125,129262.984375,33592.703125,79179.9609375
0,-5962.466796875,85799.421875,25532.916015625,79544.359375,22462.466796875,129022.328125,33636.859375,78878.84375
0,-5973.10107421875,85785.2109375,25502.302734375,79640.3046875,22452.546875,128900.1640625,33594.32421875,78842.125
1,-6183.9580078125,85683.640625,25298.072265625,80098.546875,22327.42578125,128946.75,33477.5,79089.4609375
2,-6511.544921875,85528.1484375,24995.51953125,80757.484375,22127.677734375,129149.3125,33324.29296875,79526.0078125
3,-6801.0810546875,85386.90625,24733.498046875,81286.6328125,21938.326171875,129403.84375,33195.78515625,79941.4765625
4,-6979.89501953125,85297.734375,24575.521484375,81557.4296875,21808.005859375,129633.390625,33124.40234375,80225.90625
5,-6961.01220703125,85302.078125,24594.357421875,81464.15625,21789.267578125,129756.84375,33140.6640625,80266.0078125
6,-6764.1259765625,85382.328125,24765.16015625,81016.7421875,21869.947265625,129710.734375,33219.53125,80027.4921875
7,-6455.80322265625,85510.21875,25027.27734375,80398.046875,22018.005859375,129516.09375,33332.16015625,79610.5
8,-6154.966796875,85633.4296875,25279.333984375,79859.171875,22169.353515625,129253.59375,33429.0078125,79180.7734375
9,-5953.93212890625,85717.9765625,25438.931640625,79545.5546875,22276.736328125,129013.890625,33479.93359375,78878.6015625
10,-5960.7509765625,85709.25,25411.703125,79624.8046875,22270.34765625,128889.53125,33443.50390625,78843.5078125
11,-6188.05908203125,85591.46875,25191.9296875,80082.7578125,22129.82421875,128924.0546875,33311.2734375,79083.8359375
0,-6515.884765625,85435.78125,24893.23828125,80742.5078125,21929.408203125,129125.9921875,33156.4453125,79520.7578125
1,-6799.8408203125,85302.7421875,24639.89453125,81276.7578125,21746.11328125,129386.8671875,33033.56640625,79943.953125
2,-6975.03076171875,85217.7734375,24485.734375,81538.59375,21618.416015625,129612.984375,32962.9453125,80220.1328125
0,-6958.2470703125,85215.53125,24499.275390625,81410.703125,21594.193359375,129714.7421875,32970.43359375,80235.875
1,-6759.73876953125,85295.015625,24671.890625,80961.7578125,21676.208984375,129661.1953125,33048.48828125,79995.453125
0,-6441.64111328125,85432.25,24945.642578125,80348.453125,21833.755859375,129470.359375,33168.17578125,79583.4140625
1,-6131.93505859375,85566.578125,25207.427734375,79802.5234375,21994.544921875,129210.7734375,33271.4609375,79155.8828125
2,-5941.72509765625,85639.4375,25354.9609375,79496.4375,22091.248046875,128965.6796875,33309.55859375,78855.234375
3,-5968.09423828125,85613.453125,25309.8984375,79602.4921875,22067.9296875,128839.4609375,33255.0546875,78821.140625
0,-6183.9111328125,85512.453125,25105.287109375,80081.5234375,21941.044921875,128894.203125,33139.8515625,79079.15625
1,-6508.2548828125,85360.203125,24810.650390625,80732.640625,21745.111328125,129099.671875,32989.7890625,79513.890625
0,-6793.546875,85223.640625,24556.06640625,81262.5,21559.09765625,129358.2578125,32864.05078125,79931.84375
1,-6964.541015625,85141.046875,24407.294921875,81527.90625,21432.974609375,129589.953125,32798.24609375,80211.984375
2,-6950.23583984375,85137.375,24422.171875,81406.7421875,21405.841796875,129695.3359375,32805.4453125,80231.8203125
0,-6755.68603515625,85212.2421875,24591.01953125,80960.0,21480.943359375,129640.0234375,32879.9765625,79988.109375
1,-6441.30712890625,85345.28125,24861.86328125,80334.0078125,21635.7734375,129443.5625,32996.23046875,79570.96875
2,-6137.51416015625,85473.546875,25115.779296875,79780.4921875,21789.83984375,129179.203125,33093.8359375,79139.3828125
0,-5949.68798828125,85547.6015625,25263.359375,79498.015625,21885.779296875,128939.0703125,33134.89453125,78843.3125
1,-5970.048828125,85531.8203125,25229.169921875,79611.6953125,21871.759765625,128824.203125,33091.40625,78817.28125
0,-6191.25390625,85425.2421875,25020.220703125,80061.4921875,21739.62890625,128873.171875,32969.765625,79065.4765625
1,-6511.7841796875,85276.28125,24729.873046875,80708.515625,21547.3671875,129081.3125,32825.51953125,79502.546875
2,-6784.9638671875,85151.15625,24488.26171875,81238.8984375,21372.462890625,129348.671875,32712.271484375,79925.78125
3,-6965.44677734375,85059.6015625,24330.427734375,81495.484375,21235.896484375,129564.7265625,32635.310546875,80189.7109375
0,-6952.333984375,85053.59375,24343.68359375,81372.5546875,21206.810546875,129660.5703125,32639.173828125,80198.7734375
1,-6742.66796875,85141.953125,24527.50390625,80909.9296875,21296.837890625,129606.3125,32727.29296875,79955.6328125
0,-6425.3330078125,85276.515625,24800.63671875,80277.7890625,21451.76171875,129403.03125,32846.8359375,79533.15625
1,-6124.68701171875,85400.3515625,25052.359375,79740.578125,21603.013671875,129134.953125,32941.7734375,79104.3828125
2,-5932.759765625,85479.4609375,25205.947265625,79457.9140625,21702.81640625,128899.4453125,32987.59765625,78818.234375
0,-5957.55615234375,85462.2421875,25167.419921875,79572.015625,21685.31640625,128782.1953125,32942.34765625,78798.875
1,-6179.76220703125,85357.1484375,24957.23046875,80058.203125,21554.138671875,128842.03125,32824.328125,79066.90625
2,-6501.43701171875,85209.4296875,24666.693359375,80713.1875,21360.11328125,129054.0390625,32680.275390625,79506.1171875
0,-6785.15478515625,85077.0546875,24417.306640625,81228.171875,21175.720703125,129311.2890625,32559.970703125,79917.15625
1,-6953.3349609375,84996.6640625,24272.68359375,81495.9140625,21051.45703125,129541.6953125,32494.9296875,80196.296875
2,-6920.91015625,85007.0078125,24303.8671875,81374.84375,21038.58203125,129651.609375,32517.818359375,80213.125
0,-6719.16015625,85086.3515625,24480.345703125,80879.5078125,21118.833984375,129579.03125,32595.208984375,79942.90625
1,-6410.59912109375,85212.0,24745.037109375,80240.640625,21265.318359375,129364.6015625,32705.21484375,79509.6953125
0,-6113.52880859375,85333.8359375,24994.900390625,79699.4296875,21414.99609375,129091.8984375,32798.81640625,79079.3515625
1,-5937.6240234375,85401.5,25133.27734375,79409.421875,21502.068359375,128846.328125,32832.81640625,78787.625
2,-5960.51220703125,85386.5703125,25097.32421875,79542.5,21487.142578125,128741.46875,32792.76171875,78777.9921875
3,-6183.48095703125,85282.2421875,24887.611328125,80041.1796875,21357.013671875,128807.609375,32676.033203125,79047.0703125
4,-6509.44677734375,85130.890625,24592.6875,80702.5078125,21157.123046875,129021.2265625,32528.1640625,79489.09375
5,-6782.81787109375,85005.0546875,24350.3125,81227.171875,20979.40625,129289.734375,32414.96484375,79910.953125
6,-6947.18408203125,84924.609375,24209.263671875,81472.8359375,20858.193359375,129515.421875,32352.927734375,80178.4609375
7,-6918.19189453125,84932.3828125,24240.78125,81345.28125,20843.74609375,129619.46875,32371.333984375,80186.421875
8,-6715.203125,85013.59375,24419.21484375,80865.7734375,20926.3828125,129550.140625,32451.39453125,79922.3515625
9,-6401.4912109375,85145.0546875,24689.10546875,80217.65625,21077.77734375,129337.8984375,32565.025390625,79489.625
10,-6096.55419921875,85274.2265625,24946.21484375,79689.84375,21234.896484375,129074.3984375,32666.162109375,79065.6640625
11,-5914.30712890625,85348.5234375,25092.74609375,79416.8125,21330.787109375,128841.4609375,32707.646484375,78785.28125
0,-5944.10888671875,85328.875,25048.87890625,79550.65625,21309.47265625,128735.65625,32662.34765625,78777.3203125
1,-6169.12890625,85224.2578125,24837.97265625,80030.3515625,21177.771484375,128801.7421875,32545.6171875,79043.5859375
0,-6492.3291015625,85077.34375,24546.76953125,80669.6484375,20982.6484375,129012.265625,32401.517578125,79479.609375
1,-6772.23193359375,84945.1640625,24299.529296875,81182.921875,20799.92578125,129268.9453125,32283.9765625,79888.640625
2,-6943.703125,84858.5703125,24151.470703125,81432.2578125,20670.654296875,129489.296875,32215.646484375,80151.7109375
0,-6919.2890625,84860.2421875,24177.45703125,81291.5859375,20650.341796875,129584.9453125,32227.94921875,80155.6171875
1,-6706.18994140625,84950.125,24365.09375,80828.578125,20740.3203125,129522.484375,32315.400390625,79902.375
2,-6388.091796875,85085.2578125,24639.943359375,80190.5703125,20895.76953125,129314.390625,32433.1328125,79473.125
3,-6093.455078125,85205.421875,24887.421875,79644.0703125,21043.111328125,129042.1171875,32523.921875,79041.6796875
0,-5912.208984375,85279.3828125,25032.283203125,79382.3359375,21138.240234375,128813.8046875,32566.98046875,78769.8359375
1,-5948.35302734375,85257.015625,24984.83984375,79520.421875,21112.96875,128710.4296875,32518.9140625,78765.3515625
2,-6171.65576171875,85157.0703125,24777.080078125,80025.4921875,20984.365234375,128787.8203125,32408.62109375,79047.40625
0,-6498.14599609375,85007.1015625,24486.06640625,80683.90625,20785.66796875,129006.1171875,32265.142578125,79490.2890625
1,-6779.0029296875,84873.0625,24238.4921875,81192.359375,20601.990234375,129262.796875,32146.361328125,79895.265625
0,-6936.26416015625,84800.3046875,24105.359375,81430.3515625,20485.736328125,129482.6171875,32089.189453125,80152.5703125
1,-6896.9248046875,84814.890625,24142.6015625,81275.28125,20476.248046875,129574.7890625,32113.650390625,80146.4140625
2,-6686.64013671875,84900.671875,24329.044921875,80793.9609375,20563.318359375,129499.9765625,32196.810546875,79879.71875
0,-6372.546875,85033.5234375,24600.4609375,80169.828125,20715.763671875,129286.78125,32312.30078125,79450.328125
1,-6082.43994140625,85151.15625,24843.408203125,79629.5703125,20859.767578125,129012.0234375,32400.0390625,79020.2734375
2,-5908.298828125,85221.015625,24980.1171875,79366.5,20948.74609375,128779.328125,32436.470703125,78746.8984375
0,-5931.3779296875,85212.3828125,24944.021484375,79523.4296875,20937.302734375,128688.5390625,32402.947265625,78755.0546875
1,-6165.837890625,85103.4296875,24726.154296875,80026.6796875,20798.3515625,128761.546875,32284.16796875,79032.3359375
2,-6489.9921875,84954.84375,24435.427734375,80696.9765625,20600.845703125,128985.2734375,32141.40234375,79480.46875
0,-6769.37109375,84824.5234375,24190.28515625,81190.5,20419.7421875,129243.1015625,32026.341796875,79883.6796875
1,-6931.30517578125,84746.1328125,24052.861328125,81416.328125,20298.53125,129462.0625,31965.544921875,80136.1171875
2,-6895.39892578125,84755.859375,24089.529296875,81261.8828125,20285.513671875,129554.0,31985.763671875,80131.109375
0,-6683.11083984375,84842.359375,24276.927734375,80767.8828125,20372.6796875,129476.8515625,32069.828125,79857.7890625
1,-6370.35400390625,84972.9140625,24546.76953125,80126.1015625,20521.595703125,129257.171875,32181.552734375,79419.765625
2,-6071.7578125,85100.28125,24798.205078125,79591.7109375,20674.0390625,128987.234375,32277.73046875,78996.6640625
0,-5902.6240234375,85168.0859375,24931.099609375,79338.3671875,20761.68359375,128757.25,32314.447265625,78729.015625
1,-5936.76611328125,85151.203125,24886.037109375,79499.5390625,20741.369140625,128667.4140625,32272.0078125,78742.75
2,-6169.701171875,85045.25,24671.03125,79999.8359375,20607.568359375,128744.8046875,32156.375,79023.9453125
0,-6493.330078125,84898.0078125,24382.736328125,80645.28125,20411.4453125,128964.1015625,32014.9921875,79464.734375
1,-6775.4267578125,84763.203125,24133.875,81141.3359375,20224.955078125,129217.875,31895.44921875,79864.890625
2,-6923.77099609375,84696.6328125,24008.896484375,81355.8671875,20114.99609375,129442.0390625,31845.810546875,80121.09375
0,-6894.06396484375,84700.78125,24039.794921875,81145.25,20093.82421875,129525.0546875,31860.689453125,80106.4609375
0,-6681.72900390625,84786.328125,24228.623046875,80631.5546875,20180.990234375,129454.625,31945.517578125,79844.9609375
1,-6361.580078125,84924.7578125,24506.09375,79986.4375,20340.587890625,129250.109375,32066.5390625,79424.1484375
2,-6059.169921875,85056.40625,24761.25,79435.0703125,20496.89453125,128987.28125,32167.8671875,79002.1015625
3,-5887.69921875,85126.984375,24897.673828125,79169.8515625,20585.587890625,128757.6796875,32206.5859375,78731.9765625
4,-5930.56689453125,85103.6640625,24844.83984375,79327.5,20559.07421875,128665.03125,32159.474609375,78743.515625
5,-6166.0771484375,84995.7578125,24626.92578125,79831.9921875,20422.556640625,128744.5703125,32041.88671875,79028.046875
6,-6490.326171875,84846.3125,24334.814453125,80469.90625,20224.716796875,128962.2421875,31899.3125,79463.4453125
7,-6764.078125,84720.3359375,24094.6796875,80945.640625,20046.6640625,129218.8828125,31788.06640625,79862.03125
8,-6927.966796875,84639.5078125,23955.728515625,81146.8671875,19919.826171875,129427.0625,31722.59765625,80102.0703125
9,-6887.9609375,84651.1484375,23995.92578125,80988.5625,19908.3828125,129515.5703125,31743.529296875,80093.0078125
10,-6660.65185546875,84749.6640625,24198.390625,80509.53125,20009.900390625,129448.4765625,31840.08984375,79830.796875
11,-6349.6591796875,84879.6953125,24467.66015625,79868.0390625,20159.962890625,129228.4140625,31950.859375,79395.109375
12,-6049.490234375,85009.15625,24722.0546875,79338.609375,20314.6484375,128964.203125,32050.326171875,78975.59375
0,-5878.2578125,85083.015625,24857.236328125,79099.234375,20406.296875,128742.0390625,32090.095703125,78717.1953125
1,-5929.23193359375,85052.7890625,24795.677734375,79265.3203125,20371.630859375,128647.296875,32034.447265625,78728.5390625
2,-6174.89794921875,84934.671875,24567.701171875,79778.34375,20224.3359375,128725.2578125,31909.23046875,79013.2578125
0,-6499.14794921875,84788.5234375,24280.263671875,80411.6328125,20029.927734375,128950.515625,31769.087890625,79456.9609375
1,-6763.36279296875,84671.125,24050.953125,80906.828125,19861.9375,129220.1640625,31665.232421875,79866.703125
2,-6907.98779296875,84605.4140625,23929.7890625,81135.09375,19752.6953125,129442.7578125,31618.07421875,80119.6640625
0,-6874.705078125,84609.8984375,23964.455078125,80974.6796875,19732.90625,129520.671875,31634.0,80098.3046875
1,-6656.59912109375,84699.828125,24159.86328125,80472.2890625,19825.365234375,129436.125,31721.1171875,79814.4453125
2,-6330.8720703125,84844.3125,24442.580078125,79817.4921875,19989.205078125,129218.5,31844.5234375,79379.9453125
0,-6034.7080078125,84969.9140625,24690.91796875,79282.2421875,20140.5546875,128944.21875,31939.080078125,78954.75
1,-5869.0068359375,85036.71875,24820.521484375,79042.828125,20225.57421875,128716.4375,31973.841796875,78694.734375
2,-5917.501953125,85012.875,24764.4921875,79224.8828125,20195.677734375,128631.4609375,31923.91796875,78722.34375
0,-6160.2587890625,84901.9609375,24541.189453125,79752.9765625,20053.76953125,128721.3984375,31804.087890625,79020.125
1,-6489.61083984375,84750.234375,24246.599609375,80401.3828125,19852.162109375,128943.7421875,31659.224609375,79460.9140625
0,-6762.791015625,84624.3515625,24008.37109375,80875.1171875,19674.255859375,129197.328125,31548.3125,79851.3046875
1,-6915.80810546875,84549.1484375,23880.388671875,81074.578125,19557.001953125,129402.796875,31491.998046875,80085.4296875
2,-6867.2177734375,84567.2734375,23929.693359375,80901.34375,19551.994140625,129484.09375,31518.3671875,80063.4921875
0,-6643.2001953125,84660.875,24129.7265625,80414.3515625,19648.36328125,129402.6015625,31608.060546875,79789.3125
1,-6333.63720703125,84787.6640625,24396.470703125,79791.4609375,19795.849609375,129185.1171875,31717.63671875,79360.734375
2,-6034.3740234375,84918.171875,24650.1953125,79288.6328125,19951.775390625,128926.578125,31818.345703125,78952.84375
0,-5875.73095703125,84981.0234375,24776.03125,79071.1953125,20031.501953125,128701.609375,31848.576171875,78699.6953125
1,-5932.2841796875,84950.3125,24712.994140625,79247.1953125,19996.216796875,128616.921875,31794.693359375,78721.9140625
2,-6176.90087890625,84840.1171875,24489.0703125,79743.296875,19852.6875,128702.0859375,31674.912109375,79008.0625
0,-6492.7578125,84701.7890625,24209.69140625,80383.8359375,19663.716796875,128934.4453125,31544.259765625,79455.2890625
1,-6756.02001953125,84583.8203125,23982.384765625,80868.015625,19496.203125,129197.0390625,31443.6953125,79854.0703125
2,-6902.45703125,84514.1015625,23859.216796875,81069.1484375,19383.146484375,129403.2734375,31390.384765625,80086.3828125
0,-6858.34912109375,84525.9765625,23903.27734375,80895.765625,19371.416015625,129476.515625,31412.271484375,80055.8671875
1,-6637.76416015625,84616.625,24099.01953125,80403.3828125,19463.921875,129387.96875,31497.958984375,79775.1015625
2,-6322.3359375,84750.1875,24374.677734375,79775.484375,19617.369140625,129166.28125,31611.923828125,79345.5234375
0,-6020.83203125,84882.6953125,24630.453125,79252.015625,19776.87109375,128902.734375,31714.109375,78933.53125
1,-5860.85302734375,84949.0234375,24754.8125,79013.9765625,19859.982421875,128676.3359375,31748.44140625,78678.1875
2,-5922.5078125,84915.3125,24686.244140625,79198.0859375,19819.0703125,128588.6875,31691.697265625,78703.5078125
0,-6169.89208984375,84801.734375,24458.6484375,79737.9140625,19673.349609375,128683.34375,31571.916015625,79006.0625
1,-6494.712890625,84654.2421875,24170.115234375,80383.9765625,19476.224609375,128913.1796875,31432.775390625,79449.9921875
2,-6767.98876953125,84527.7890625,23933.794921875,80865.25,19297.744140625,129172.484375,31323.578125,79849.3984375
0,-6912.6611328125,84457.7421875,23813.107421875,81064.8046875,19185.974609375,129381.2890625,31272.55859375,80082.8046875
0,-6859.68408203125,84477.9140625,23867.275390625,80877.359375,19183.970703125,129458.25,31304.220703125,80052.8125
1,-6635.80908203125,84571.0859375,24067.546875,80377.875,19279.673828125,129370.5625,31393.9609375,79771.1015625
2,-6313.9921875,84710.609375,24347.021484375,79752.8359375,19438.697265625,129155.21875,31514.21875,79348.859375
3,-6025.21923828125,84829.1015625,24590.11328125,79225.59375,19583.89453125,128884.4765625,31603.720703125,78933.0078125
4,-5875.634765625,84886.9453125,24708.98828125,79004.9609375,19657.8515625,128663.21875,31631.37890625,78683.2890625
5,-5934.19091796875,84857.5234375,24644.091796875,79221.2109375,19621.994140625,128595.078125,31581.548828125,78729.2109375
6,-6177.14013671875,84751.7109375,24422.076171875,79758.75,19483.091796875,128701.1796875,31469.015625,79043.828125
7,-6500.38720703125,84606.2265625,24135.734375,80374.5390625,19289.162109375,128925.2890625,31333.021484375,79475.5546875
8,-6768.990234375,84482.5390625,23901.369140625,80831.015625,19113.3046875,129178.0625,31227.162109375,79859.078125
9,-6910.0380859375,84414.7265625,23784.2109375,81026.9453125,19003.822265625,129383.0546875,31178.859375,80085.4765625
10,-6850.0517578125,84438.234375,23844.76953125,80849.9453125,19006.396484375,129462.1640625,31214.287109375,80059.5390625
11,-6619.16796875,84536.1328125,24050.572265625,80350.5,19107.009765625,129374.515625,31308.796875,79774.484375
12,-6303.40576171875,84669.984375,24323.751953125,79711.875,19262.076171875,129147.2109375,31423.90625,79334.3125
0,-6008.19580078125,84798.15625,24574.28125,79204.046875,19415.5703125,128881.8046875,31522.611328125,78922.1875
1,-5858.94580078125,84856.1875,24690.53515625,78986.1328125,19490.1953125,128657.40625,31550.79296875,78671.75
2,-5930.423828125,84816.421875,24614.861328125,79161.65625,19445.087890625,128569.28125,31488.802734375,78699.171875
0,-6184.912109375,84699.2109375,24381.115234375,79696.8515625,19296.21875,128666.4609375,31365.779296875,79009.0625
1,-6511.06884765625,84550.203125,24092.15234375,80343.2109375,19097.28125,128899.3515625,31228.115234375,79456.9609375
2,-6772.375,84434.515625,23866.89453125,80828.6796875,18930.0078125,129169.2421875,31130.74609375,79859.984375
0,-6899.7861328125,84379.96875,23763.849609375,81021.703125,18833.3046875,129386.484375,31095.03125,80093.203125
1,-6841.27783203125,84400.375,23822.26171875,80822.90625,18833.01953125,129452.2890625,31126.169921875,80048.3828125
2,-6622.55322265625,84483.5859375,24013.521484375,80317.4609375,18918.896484375,129346.9609375,31207.087890625,79747.1171875
0,-6309.93896484375,84613.90625,24284.365234375,79681.6953125,19070.341796875,129120.4140625,31318.71484375,79313.09375
1,-6016.06396484375,84740.8359375,24533.607421875,79163.2734375,19224.3125,128856.625,31417.32421875,78903.734375
2,-5866.14599609375,84802.6875,24651.43359375,78951.5546875,19303.228515625,128640.0,31448.748046875,78662.2109375
0,-5929.56591796875,84772.6953125,24583.294921875,79154.359375,19264.890625,128568.375,31397.060546875,78703.84375
1,-6191.68310546875,84649.2421875,24344.16015625,79690.75,19108.01171875,128664.6953125,31268.361328125,79008.109375
2,-6513.97705078125,84505.28125,24059.48828125,80342.828125,18913.794921875,128902.828125,31135.37109375,79453.90625
0,-6780.5771484375,84384.0234375,23829.939453125,80814.75,18741.990234375,129164.09375,31032.232421875,79845.390625
1,-6910.658203125,84325.515625,23723.365234375,81003.625,18642.427734375,129374.5703125,30993.1796875,80074.03125
0,-6849.5751953125,84347.1171875,23783.638671875,80793.1953125,18643.189453125,129438.1328125,31025.173828125,80023.5859375
1,-6615.2578125,84445.6328125,23990.537109375,80285.03125,18744.279296875,129339.9921875,31119.826171875,79731.6171875
2,-6295.72900390625,84581.671875,24267.818359375,79663.09375,18902.3515625,129119.5546875,31236.69921875,79305.0859375
0,-6011.48583984375,84701.453125,24508.716796875,79145.0625,19046.689453125,128849.1875,31326.345703125,78891.3359375
1,-5865.3359375,84761.6328125,24624.158203125,78939.4921875,19121.83984375,128633.1796875,31355.908203125,78653.6796875
2,-5936.19384765625,84725.1953125,24547.150390625,79147.109375,19077.4453125,128557.6953125,31298.6875,78694.3984375
0,-6199.69384765625,84603.03125,24306.109375,79689.703125,18922.044921875,128655.015625,31170.609375,79003.9609375
1,-6534.291015625,84445.390625,24009.611328125,80336.671875,18715.8125,128883.328125,31025.650390625,79447.65625
2,-6791.68701171875,84333.953125,23790.6484375,80801.3984375,18551.3515625,129153.5078125,30931.619140625,79845.8203125
0,-6917.47705078125,84278.3984375,23686.5546875,80964.046875,18453.552734375,129356.78125,30893.662109375,80060.25
1,-6849.5751953125,84304.7734375,23751.5,80760.0625,18459.2265625,129421.390625,30930.283203125,80009.65625
2,-6615.162109375,84404.3828125,23961.021484375,80253.703125,18562.271484375,129321.0625,31025.22265625,79712.6875
0,-6293.869140625,84544.5703125,24241.59375,79644.546875,18723.87109375,129102.8203125,31145.48046875,79289.875
1,-6007.6240234375,84665.0234375,24482.5390625,79128.796875,18869.259765625,128832.40625,31235.26953125,78880.6015625
0,-5866.52783203125,84721.859375,24591.544921875,78923.7578125,18941.546875,128616.3984375,31261.54296875,78647.2890625
1,-5945.2060546875,84681.328125,24510.671875,79143.8203125,18893.529296875,128547.875,31200.697265625,78701.6484375
2,-6195.73583984375,84571.46875,24283.412109375,79698.5234375,18750.3359375,128666.609375,31087.92578125,79031.859375
0,-6516.791015625,84428.890625,23999.740234375,80322.421875,18556.072265625,128900.4453125,30955.365234375,79469.59375
1,-6787.1572265625,84302.2421875,23766.7578125,80790.765625,18378.927734375,129157.609375,30848.6015625,79858.7890625
2,-6914.0908203125,84244.0703125,23664.4296875,80963.046875,18279.982421875,129362.0234375,30808.26171875,80074.2734375
3,-6837.89306640625,84278.3984375,23738.91015625,80743.3671875,18295.193359375,129426.921875,30852.94140625,80020.9140625
0,-6601.90576171875,84376.390625,23948.576171875,80240.5,18396.904296875,129327.6953125,30949.548828125,79726.0390625
1,-6288.81494140625,84508.09375,24221.279296875,79625.5703125,18548.39453125,129100.53125,31061.69921875,79297.5546875
2,-6012.296875,84619.1015625,24452.35546875,79090.125,18685.390625,128818.3359375,31143.3828125,78877.9375
3,-5877.54296875,84672.75,24557.40234375,78891.4296875,18753.33984375,128604.6171875,31167.462890625,78647.765625
4,-5939.1982421875,84651.1484375,24492.171875,79122.8828125,18723.39453125,128554.3125,31124.166015625,78714.28125
5,-6207.7998046875,84525.453125,24247.123046875,79662.5703125,18564.845703125,128654.734375,30994.322265625,79025.1796875
6,-6535.81591796875,84374.578125,23957.158203125,80305.15625,18364.001953125,128888.1484375,30856.9453125,79468.734375
7,-6793.68994140625,84261.0,23735.572265625,80780.8515625,18197.443359375,129157.5546875,30761.912109375,79866.65625
0,-6916.47607421875,84205.921875,23637.201171875,80958.5625,18100.548828125,129364.7421875,30726.244140625,80086.953125
1,-6843.52001953125,84235.7734375,23708.48828125,80736.6953125,18111.326171875,129426.921875,30767.158203125,80029.875
2,-6604.0517578125,84335.859375,23919.919921875,80193.625,18215.228515625,129317.8671875,30862.3828125,79718.3125
3,-6287.0498046875,84470.046875,24194.099609375,79558.765625,18370.392578125,129084.9375,30977.34765625,79282.34375
4,-6007.00390625,84585.9609375,24431.994140625,79061.0859375,18512.060546875,128815.328125,31066.27734375,78875.359375
0,-5871.72509765625,84641.2734375,24537.517578125,78873.2109375,18581.296875,128602.421875,31090.787109375,78644.953125
1,-5945.634765625,84608.7578125,24459.650390625,79104.765625,18540.05078125,128542.296875,31038.955078125,78706.84375
2,-6200.36083984375,84499.0859375,24227.19140625,79673.4453125,18395.85546875,128665.2734375,30925.419921875,79041.921875
0,-6533.2890625,84344.921875,23933.22265625,80284.078125,18191.625,128891.9609375,30782.607421875,79474.359375
1,-6793.68994140625,84228.046875,23711.064453125,80734.640625,18023.779296875,129152.359375,30685.904296875,79860.171875
2,-6913.662109375,84174.2578125,23615.6484375,80899.6796875,17929.69921875,129354.15625,30652.716796875,80071.4140625
0,-6839.84814453125,84203.5390625,23687.365234375,80670.890625,17939.474609375,129408.9921875,30691.67578125,80009.328125
1,-6597.3759765625,84306.5390625,23903.658203125,80162.578125,18046.71484375,129306.8046875,30791.5234375,79712.96875
0,-6280.18408203125,84441.1953125,24177.79296875,79545.4140625,18201.162109375,129078.734375,30905.96484375,79281.484375
1,-6004.09521484375,84556.734375,24410.154296875,79030.4765625,18341.591796875,128803.6484375,30990.650390625,78869.3984375
2,-5865.6689453125,84615.671875,24516.966796875,78833.875,18415.310546875,128591.8359375,31019.833984375,78643.8046875
0,-5935.3828125,84587.4375,24443.009765625,79071.8203125,18377.2109375,128539.3359375,30971.38671875,78712.6171875
1,-6203.60400390625,84466.8515625,24199.7734375,79639.15625,18221.427734375,128656.78125,30846.599609375,79041.109375
2,-6529.9990234375,84319.21875,23913.2890625,80274.2109375,18021.775390625,128893.9140625,30710.748046875,79486.328125
0,-6801.89208984375,84190.90625,23679.87890625,80733.1640625,17841.67578125,129148.0703125,30603.4609375,79866.5625
